archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	1	1	0	1.000000
security	security	1	0	0	0	n/a
correctness	correctness	1	2	2	0	1.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	3	2	0	0.666667
testing	risk-integration	1	1	1	0	1.000000
dyn-issue-flow	risk-integration	1	2	2	0	1.000000
dyn-issue-flow-codex	risk-integration	1	0	0	0	n/a
dyn-shell-regex	correctness	1	1	1	0	1.000000
dyn-shell-regex-codex	correctness	1	0	0	0	n/a
dyn-orchestrator-docs	architecture	1	1	1	0	1.000000
dyn-orchestrator-docs-codex	architecture	1	0	0	0	n/a
