archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	6	5	1	0.833333
correctness	correctness	1	4	4	0	1.000000
edge-cases	correctness	1	5	4	1	0.800000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	5	3	2	0.600000
testing	risk-integration	1	4	4	0	1.000000
dyn-scoring-integrity	correctness	1	2	2	0	1.000000
dyn-scoring-integrity-codex	correctness	1	0	0	0	n/a
dyn-attribution-scope	risk-integration	1	2	2	0	1.000000
dyn-attribution-scope-codex	risk-integration	1	0	0	0	n/a
