archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	0	2	0.000000
correctness	correctness	1	3	0	3	0.000000
edge-cases	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	3	0	2	0.000000
testing	risk-integration	1	3	0	2	0.000000
testing	risk-integration	1	2	0	0	0.000000
generic	code-quality	1	0	0	0	n/a
dyn-dyn-oos-gate	correctness	1	0	0	0	n/a
dyn-dyn-oos-gate-codex	correctness	1	0	0	0	n/a
dyn-dyn-round-artifacts	risk-integration	1	3	1	1	0.333333
dyn-dyn-round-artifacts-codex	risk-integration	1	0	0	0	n/a
