archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	2	0	1	0.000000
security	security	1	1	0	1	0.000000
correctness	correctness	1	3	0	1	0.000000
correctness	correctness	1	2	0	2	0.000000
edge-cases	correctness	1	2	0	1	0.000000
edge-cases	correctness	1	2	0	2	0.000000
testing	risk-integration	1	2	0	1	0.000000
testing	risk-integration	1	1	0	1	0.000000
dyn-contract-ordering	architecture	1	3	0	2	0.000000
dyn-contract-ordering-codex	architecture	1	0	0	0	n/a
dyn-sentinel-count-fidelity	risk-integration	1	3	0	2	0.000000
dyn-sentinel-count-fidelity-codex	risk-integration	1	0	0	0	n/a
