archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	9	5	0	0.555556
correctness	correctness	1	5	5	0	1.000000
testing	risk-integration	1	8	5	0	0.625000
security	security	1	1	0	0	0.000000
edge-cases	correctness	1	7	6	0	0.857143
plan-fidelity	architecture	1	7	5	0	0.714286
dyn-bash-parity	correctness	1	0	0	0	n/a
dyn-runlog-recovery	risk-integration	1	4	3	0	0.750000
dyn-ci-rebase-state	risk-integration	1	3	3	0	1.000000
dyn-timing-ledger	architecture	1	3	1	0	0.333333
dyn-shell-portability	code-quality	1	3	1	0	0.333333
