v1	mark	1779685494	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779686446	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779686459	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779686523	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779686537	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779686886	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779687107	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779687138	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779687146	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779687485	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
