archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	1	0	0	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-stream-contract	risk-integration	1	0	0	0	n/a
dyn-stream-contract-codex	risk-integration	1	0	0	0	n/a
dyn-round-tally-regression	correctness	1	1	0	1	0.000000
dyn-round-tally-regression-codex	correctness	1	0	0	0	n/a
