archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	2	0	2	0.000000
edge-cases	correctness	1	2	0	1	0.000000
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	1	0	1	0.000000
testing	risk-integration	1	0	0	0	n/a
dyn-progress-gantt	correctness	1	3	1	1	0.333333
dyn-progress-gantt-codex	correctness	1	0	0	0	n/a
dyn-step3-resume-timing	risk-integration	1	3	0	3	0.000000
dyn-step3-resume-timing-codex	risk-integration	1	0	0	0	n/a
