archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	0	1	0.000000
correctness	correctness	1	2	0	0	0.000000
edge-cases	correctness	1	3	0	1	0.000000
edge-cases	correctness	1	1	0	0	0.000000
testing	risk-integration	1	3	2	1	0.666667
testing	risk-integration	1	1	0	0	0.000000
dyn-dyn-fence-parser	correctness	1	3	1	1	0.333333
dyn-dyn-fence-parser-codex	correctness	1	0	0	0	n/a
dyn-dyn-skill-boundaries	risk-integration	1	4	0	1	0.000000
dyn-dyn-skill-boundaries-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-lint-wiring	correctness	1	1	0	1	0.000000
dyn-dyn-lint-wiring-codex	correctness	1	0	0	0	n/a
