archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	3	2	0	0.666667
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	3	2	0	0.666667
testing	risk-integration	1	0	0	0	n/a
dyn-diag-parity	correctness	1	3	3	0	1.000000
dyn-diag-parity-codex	correctness	1	0	0	0	n/a
dyn-probe-budgets	risk-integration	1	0	0	0	n/a
dyn-probe-budgets-codex	risk-integration	1	0	0	0	n/a
dyn-redaction-bounds	security	1	1	1	0	1.000000
dyn-redaction-bounds-codex	security	1	0	0	0	n/a
