archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	7	6	0	0.857143
edge-cases	correctness	1	6	6	0	1.000000
edge-cases	correctness	1	5	5	0	1.000000
testing	risk-integration	1	5	5	0	1.000000
testing	risk-integration	1	6	6	0	1.000000
dyn-plan-cli-contracts	correctness	1	5	5	0	1.000000
dyn-plan-cli-contracts-codex	correctness	1	0	0	0	n/a
dyn-design-callsite-cutover	risk-integration	1	5	5	0	1.000000
dyn-design-callsite-cutover-codex	risk-integration	1	0	0	0	n/a
