archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	1	0	0.200000
correctness	correctness	1	7	7	0	1.000000
testing	risk-integration	1	7	7	0	1.000000
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	4	3	0	0.750000
plan-fidelity	architecture	1	9	9	0	1.000000
dyn-scope-anchor	risk-integration	1	5	5	0	1.000000
dyn-marker-lifecycle	correctness	1	4	4	0	1.000000
dyn-prompt-boundary	security	1	1	1	0	1.000000
dyn-result-handoff	risk-integration	1	0	0	0	n/a
dyn-pr-lines	correctness	1	3	3	0	1.000000
dyn-bash-runtime	code-quality	1	4	3	0	0.750000
