cursor-plan-arch	Cursor-Arch
codex-plan-arch	Codex-Arch
cursor-plan-innovation	Cursor-Innovation
codex-plan-innovation	Codex-Innovation
cursor-plan-pragmatic	Cursor-Pragmatic
codex-plan-pragmatic	Codex-Pragmatic
cursor-plan-requirements	Cursor-Requirements
codex-plan-requirements	Codex-Requirements
dyn-cursor-plan-ledger-schema	Cursor-dyn-ledger-schema
dyn-codex-plan-ledger-schema	Codex-dyn-ledger-schema
dyn-cursor-plan-mermaid-gantt-format	Cursor-dyn-mermaid-gantt-format
dyn-codex-plan-mermaid-gantt-format	Codex-dyn-mermaid-gantt-format
