archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	1	0	1	0.000000
security	security	1	0	0	0	n/a
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	2	2	0	1.000000
dyn-loop-integration	risk-integration	1	4	3	1	0.750000
dyn-loop-integration-codex	risk-integration	1	0	0	0	n/a
dyn-phase-marker-consistency	architecture	1	2	2	0	1.000000
dyn-phase-marker-consistency-codex	architecture	1	0	0	0	n/a
