archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	0	0	0.000000
correctness	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	2	0	2	0.000000
testing	risk-integration	1	0	0	0	n/a
generic	code-quality	1	0	0	0	n/a
dyn-dyn-calibration-score	correctness	1	0	0	0	n/a
dyn-dyn-calibration-score-codex	correctness	1	0	0	0	n/a
dyn-dyn-scoreboard-shape	risk-integration	1	0	0	0	n/a
dyn-dyn-scoreboard-shape-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-calibration-docs	code-quality	1	1	0	1	0.000000
dyn-dyn-calibration-docs-codex	code-quality	1	0	0	0	n/a
