archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	7	4	0	0.571429
correctness	correctness	1	5	5	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	5	4	0	0.800000
edge-cases	correctness	1	5	4	0	0.800000
plan-fidelity	architecture	1	7	7	0	1.000000
dyn-thin-fence	risk-integration	1	3	3	0	1.000000
dyn-trailer-parser	correctness	1	0	0	0	n/a
dyn-classification-gate	correctness	1	4	3	0	0.750000
dyn-pause-resume	risk-integration	1	2	2	0	1.000000
dyn-sidecar-taint	security	1	0	0	0	n/a
