archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	7	5	0	0.714286
correctness	correctness	1	5	5	0	1.000000
testing	risk-integration	1	6	5	0	0.833333
security	security	1	3	2	0	0.666667
edge-cases	correctness	1	5	3	0	0.600000
plan-fidelity	architecture	1	2	2	0	1.000000
dyn-shipstate	correctness	1	2	2	0	1.000000
dyn-selector	risk-integration	1	5	5	0	1.000000
dyn-bash32	code-quality	1	3	3	0	1.000000
dyn-votesemantics	architecture	1	3	3	0	1.000000
dyn-promptsafe	security	1	2	2	0	1.000000
