archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	1	1	0	1.000000
correctness	correctness	1	5	3	0	0.600000
testing	risk-integration	1	9	9	0	1.000000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	6	4	0	0.666667
plan-fidelity	architecture	1	4	0	4	0.000000
dyn-scope-anchor-flow	risk-integration	1	4	4	0	1.000000
dyn-scope-marker	correctness	1	3	3	0	1.000000
dyn-aggregation-parity	correctness	1	4	4	0	1.000000
dyn-prompt-boundary	security	1	3	3	0	1.000000
dyn-bash-portability	code-quality	1	2	1	0	0.500000
dyn-reporting-metrics	risk-integration	1	4	2	0	0.500000
