finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Edge, Cursor-Pragmatic	rejected																		
FINDING_2	Cursor-Arch	rejected																		
FINDING_3	Cursor-Arch, Codex-Arch, Cursor-Edge, Codex-Edge, Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-stale-ref-hunter, Codex-dyn-stale-ref-hunter, Cursor-dyn-deletion-completeness, Codex-dyn-deletion-completeness	rejected																		
FINDING_4	Cursor-Arch, Cursor-Pragmatic, Cursor-Edge	rejected																		
FINDING_5	Cursor-Arch, Codex-Innovation, Cursor-Pragmatic	rejected																		
FINDING_6	Cursor-Arch	rejected																		
FINDING_7	Cursor-Arch	rejected																		
FINDING_8	Cursor-Arch, Cursor-Pragmatic	rejected																		
FINDING_9	Cursor-Arch	rejected																		
FINDING_10	Cursor-Arch	rejected																		
FINDING_11	Cursor-Arch, Cursor-Edge	rejected																		
FINDING_12	Codex-Arch, Codex-Edge, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic	rejected																		
FINDING_13	Codex-Arch, Codex-Edge, Codex-Innovation, Codex-Pragmatic, Codex-Requirements, Codex-dyn-stale-ref-hunter, Codex-dyn-deletion-completeness	rejected																		
FINDING_14	Codex-Arch	rejected																		
FINDING_15	Codex-Arch, Codex-dyn-stale-ref-hunter	rejected																		
FINDING_16	Cursor-Edge, Codex-Innovation, Cursor-dyn-counter-contract	rejected																		
FINDING_17	Cursor-Edge, Cursor-Pragmatic	rejected																		
FINDING_18	Cursor-Edge, Cursor-Innovation, Codex-Innovation	rejected																		
FINDING_19	Cursor-Edge	rejected																		
FINDING_20	Cursor-Edge	rejected																		
FINDING_21	Cursor-Edge, Codex-Edge, Codex-dyn-counter-contract	rejected																		
FINDING_22	Codex-Innovation, Codex-Pragmatic	rejected																		
FINDING_23	Cursor-Pragmatic	rejected																		
FINDING_24	Codex-Pragmatic	rejected																		
FINDING_25	Codex-Requirements	rejected																		
FINDING_26	Codex-Requirements, Codex-dyn-stale-ref-hunter	rejected																		
FINDING_27	Cursor-Pragmatic, Codex-dyn-stale-ref-hunter	rejected																		
FINDING_28	Codex-dyn-counter-contract	rejected																		
FINDING_29	Codex-dyn-counter-contract	rejected																		
OOS_2	Cursor-Edge	rejected																		
OOS_3	Cursor-Edge	rejected																		
OOS_4	Cursor-Edge	rejected																		
OOS_5	Cursor-Pragmatic	rejected																		
OOS_6	Codex-dyn-deletion-completeness	rejected																		
