archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	2	0	0.333333
correctness	correctness	1	6	2	3	0.333333
testing	risk-integration	1	1	1	0	1.000000
security	security	1	7	0	7	0.000000
edge-cases	correctness	1	4	3	0	0.750000
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-state-machine	risk-integration	1	3	3	0	1.000000
dyn-bash-fences	correctness	1	3	1	0	0.333333
dyn-routing-sync	architecture	1	2	2	0	1.000000
dyn-harness-regex	code-quality	1	5	2	0	0.400000
