round	tool	slot	label	accepted_count	rejected_count	total_count
1	cursor	correctness	cursor-specialist-correctness-output.txt	3	2	5
1	codex	correctness	codex-specialist-correctness-output.txt	3	0	3
1	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	2	0	2
1	codex	edge-cases	codex-specialist-edge-cases-output.txt	0	1	2
1	cursor	testing	cursor-specialist-testing-output.txt	2	0	2
1	codex	testing	codex-specialist-testing-output.txt	1	1	2
1	cursor	dyn-dyn-review-core-order	dyn-dyn-review-core-order-output.txt	0	0	0
1	codex	dyn-dyn-review-core-order-codex	dyn-dyn-review-core-order-codex-output.txt	0	0	0
1	cursor	dyn-dyn-postplan-purity	dyn-dyn-postplan-purity-output.txt	1	2	3
1	codex	dyn-dyn-postplan-purity-codex	dyn-dyn-postplan-purity-codex-output.txt	0	0	0
1	cursor	dyn-dyn-ship-state	dyn-dyn-ship-state-output.txt	1	0	1
1	codex	dyn-dyn-ship-state-codex	dyn-dyn-ship-state-codex-output.txt	0	0	0
2	cursor	correctness	cursor-specialist-correctness-output.txt	0	1	1
2	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	0	1	1
2	cursor	testing	cursor-specialist-testing-output.txt	3	3	6
2	codex	codex-generic	codex-generic-output.txt	0	0	2
2	cursor	dyn-dyn-review-core-order	dyn-dyn-review-core-order-output.txt	0	0	0
2	cursor	dyn-dyn-postplan-purity	dyn-dyn-postplan-purity-output.txt	0	3	4
2	cursor	dyn-dyn-ship-state	dyn-dyn-ship-state-output.txt	0	0	0
