archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	9	8	1	0.888889
correctness	correctness	1	6	6	0	1.000000
edge-cases	correctness	1	9	9	0	1.000000
edge-cases	correctness	1	4	3	1	0.750000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	5	5	0	1.000000
dyn-step3-parity	correctness	1	8	7	1	0.875000
dyn-step3-parity-codex	correctness	1	0	0	0	n/a
dyn-trust-boundary	security	1	5	0	1	0.000000
dyn-trust-boundary-codex	security	1	0	0	0	n/a
