archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	4	4	0	1.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	5	1	1	0.200000
testing	risk-integration	1	3	3	0	1.000000
dyn-migration-equivalence	correctness	2	2	2	0	1.000000
dyn-migration-equivalence-codex	correctness	2	0	0	0	n/a
dyn-shell-callsite	risk-integration	1	0	0	0	n/a
dyn-shell-callsite-codex	risk-integration	1	0	0	0	n/a
dyn-docs-topology	architecture	1	6	5	0	0.833333
dyn-docs-topology-codex	architecture	1	0	0	0	n/a
