archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	5	2	2	0.400000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	3	2	1	0.666667
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	2	1	0	0.500000
testing	risk-integration	1	0	0	0	n/a
dyn-dyn-scout-gate	risk-integration	1	3	3	0	1.000000
dyn-dyn-scout-gate-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-summary-line	correctness	1	3	2	1	0.666667
dyn-dyn-summary-line-codex	correctness	1	0	0	0	n/a
