archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	1	0	0.250000
correctness	correctness	1	1	1	0	1.000000
testing	risk-integration	1	4	2	0	0.500000
security	security	1	1	1	0	1.000000
edge-cases	correctness	1	3	1	0	0.333333
plan-fidelity	architecture	1	0	0	0	n/a
dyn-snapshot-tamper	security	1	2	1	0	0.500000
dyn-bash32	code-quality	1	2	2	0	1.000000
dyn-step5-flow	risk-integration	1	1	1	0	1.000000
dyn-resume-compat	architecture	1	0	0	0	n/a
