v1	mark	1779654768	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779654952	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779654965	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779655003	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779655008	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779655109	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779655165	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779655171	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779655177	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779655185	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779655205	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
