archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	0	1	0.000000
correctness	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-scout-normalizer	correctness	1	0	0	0	n/a
dyn-scout-normalizer-codex	correctness	1	0	0	0	n/a
dyn-stdout-envelope	risk-integration	1	0	0	0	n/a
dyn-stdout-envelope-codex	risk-integration	1	0	0	0	n/a
