archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	0	1	0.000000
correctness	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	2	0	2	0.000000
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	1	0	1	0.000000
testing	risk-integration	1	1	0	1	0.000000
dyn-step3-timing	correctness	1	2	1	1	0.500000
dyn-step3-timing-codex	correctness	1	0	0	0	n/a
dyn-publish-idempotency	risk-integration	1	2	0	2	0.000000
dyn-publish-idempotency-codex	risk-integration	1	0	0	0	n/a
dyn-prompt-structure	architecture	1	4	0	4	0.000000
dyn-prompt-structure-codex	architecture	1	0	0	0	n/a
