v1	mark	1779653500	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779653640	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779653653	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779653692	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779653692	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779654100	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779654193	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779654517	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779654550	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779654557	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779654630	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
