archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	5	3	1	0.600000
correctness	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	3	3	0	1.000000
testing	risk-integration	1	2	2	0	1.000000
generic	code-quality	1	1	0	0	0.000000
dyn-dyn-step2-routing	correctness	1	3	1	2	0.333333
dyn-dyn-step2-routing-codex	correctness	1	0	0	0	n/a
dyn-dyn-pause-gating	risk-integration	1	3	2	0	0.666667
dyn-dyn-pause-gating-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-skill-contract	architecture	1	5	2	1	0.400000
dyn-dyn-skill-contract-codex	architecture	1	0	0	0	n/a
