archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	0	1	0.000000
correctness	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	0	0	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-dyn-gate-b-flow	risk-integration	1	3	0	2	0.000000
dyn-dyn-gate-b-flow-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-rubric-fallback	correctness	1	2	0	1	0.000000
dyn-dyn-rubric-fallback-codex	correctness	1	0	0	0	n/a
