archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-report-counts	correctness	1	1	1	0	1.000000
dyn-report-counts-codex	correctness	1	0	0	0	n/a
dyn-launcher-workdirs	risk-integration	1	0	0	0	n/a
dyn-launcher-workdirs-codex	risk-integration	1	0	0	0	n/a
dyn-plan-trailers	correctness	1	2	0	1	0.000000
dyn-plan-trailers-codex	correctness	1	0	0	0	n/a
