archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	1	1	0	1.000000
correctness	correctness	1	1	0	0	0.000000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	3	1	0	0.333333
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-ci-gate	correctness	1	0	0	0	n/a
dyn-gh-stub	correctness	1	1	1	0	1.000000
dyn-stdout-contract	risk-integration	1	0	0	0	n/a
dyn-publish-state	architecture	1	3	3	0	1.000000
dyn-temp-cleanup	code-quality	1	2	2	0	1.000000
