archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	0	1	0.000000
correctness	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	2	0	1	0.000000
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	2	0	1	0.000000
testing	risk-integration	1	0	0	0	n/a
dyn-dyn-sentinel-contract	correctness	1	0	0	0	n/a
dyn-dyn-sentinel-contract-codex	correctness	1	0	0	0	n/a
dyn-dyn-doc-load-cost	architecture	1	3	0	2	0.000000
dyn-dyn-doc-load-cost-codex	architecture	1	0	0	0	n/a
