archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	5	3	1	0.600000
correctness	correctness	1	3	2	1	0.666667
edge-cases	correctness	1	4	2	1	0.500000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	2	2	0	1.000000
dyn-publish-race	correctness	1	2	0	1	0.000000
dyn-publish-race-codex	correctness	1	0	0	0	n/a
dyn-log-branch	risk-integration	1	1	1	0	1.000000
dyn-log-branch-codex	risk-integration	1	0	0	0	n/a
