round	tool	slot	label	accepted_count	rejected_count	total_count
1	cursor	correctness	cursor-specialist-correctness-output.txt	4	1	5
1	codex	correctness	codex-specialist-correctness-output.txt	1	0	1
1	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	3	0	3
1	codex	edge-cases	codex-specialist-edge-cases-output.txt	1	0	1
1	cursor	testing	cursor-specialist-testing-output.txt	1	0	2
1	codex	testing	codex-specialist-testing-output.txt	0	1	1
1	cursor	dyn-calibration-parity	dyn-calibration-parity-output.txt	2	0	2
1	codex	dyn-calibration-parity-codex	dyn-calibration-parity-codex-output.txt	0	0	0
1	cursor	dyn-legacy-tsv-schemas	dyn-legacy-tsv-schemas-output.txt	2	0	2
1	codex	dyn-legacy-tsv-schemas-codex	dyn-legacy-tsv-schemas-codex-output.txt	0	0	0
1	cursor	dyn-skill-harness-contract	dyn-skill-harness-contract-output.txt	0	4	5
1	codex	dyn-skill-harness-contract-codex	dyn-skill-harness-contract-codex-output.txt	0	0	0
2	cursor	correctness	cursor-specialist-correctness-output.txt	0	0	1
2	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	1	2	4
2	cursor	testing	cursor-specialist-testing-output.txt	1	0	3
2	codex	codex-generic	codex-generic-output.txt	0	0	0
2	cursor	dyn-calibration-parity	dyn-calibration-parity-output.txt	0	0	0
2	cursor	dyn-legacy-tsv-schemas	dyn-legacy-tsv-schemas-output.txt	2	2	5
2	cursor	dyn-skill-harness-contract	dyn-skill-harness-contract-output.txt	2	2	5
3	cursor	correctness	cursor-specialist-correctness-output.txt	0	0	0
3	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	0	3	4
3	cursor	testing	cursor-specialist-testing-output.txt	2	1	3
3	codex	codex-generic	codex-generic-output.txt	1	0	1
3	cursor	dyn-calibration-parity	dyn-calibration-parity-output.txt	0	0	0
3	cursor	dyn-legacy-tsv-schemas	dyn-legacy-tsv-schemas-output.txt	0	0	0
