archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	2	1	0.666667
correctness	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	0	0	0	n/a
dyn-step3-contracts	correctness	1	1	1	0	1.000000
dyn-step3-contracts-codex	correctness	1	0	0	0	n/a
dyn-warn-replay	risk-integration	1	2	2	0	1.000000
dyn-warn-replay-codex	risk-integration	1	0	0	0	n/a
