archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	1	0	0.200000
correctness	correctness	1	1	1	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	2	1	0	0.500000
edge-cases	correctness	1	2	2	0	1.000000
plan-fidelity	architecture	1	0	0	0	n/a
dyn-shell-fence	correctness	1	3	1	1	0.333333
dyn-trailer-spoofing	security	1	0	0	0	n/a
dyn-classification-gate	correctness	1	0	0	0	n/a
dyn-pause-resume	risk-integration	1	4	2	0	0.500000
dyn-fd-contract	architecture	1	0	0	0	n/a
