archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	7	1	0	0.142857
correctness	correctness	1	4	4	0	1.000000
testing	risk-integration	1	6	6	0	1.000000
security	security	1	1	1	0	1.000000
edge-cases	correctness	1	3	2	0	0.666667
plan-fidelity	architecture	1	5	4	0	0.800000
dyn-pricing-contract	correctness	1	2	2	0	1.000000
dyn-issue-body	risk-integration	1	1	1	0	1.000000
dyn-quiet-streams	risk-integration	1	2	1	0	0.500000
dyn-scan-pipeline	correctness	1	1	1	0	1.000000
dyn-plot-isolation	architecture	1	1	0	0	0.000000
