archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	9	9	0	1.000000
correctness	correctness	1	7	7	0	1.000000
testing	risk-integration	1	0	0	0	n/a
security	security	1	1	1	0	1.000000
edge-cases	correctness	1	6	5	0	0.833333
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-review-loop	architecture	1	3	2	0	0.666667
dyn-drift-guard	correctness	1	6	6	0	1.000000
dyn-flag-schema	risk-integration	1	7	7	0	1.000000
dyn-pause-resume	architecture	1	2	2	0	1.000000
dyn-log-boundary	security	1	1	1	0	1.000000
