archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	2	1	0	0.500000
correctness	correctness	1	3	2	0	0.666667
testing	risk-integration	1	0	0	0	n/a
security	security	1	2	2	0	1.000000
edge-cases	correctness	1	2	1	0	0.500000
plan-fidelity	architecture	1	12	12	0	1.000000
dyn-fd-streams	risk-integration	1	2	2	0	1.000000
dyn-statefiles	correctness	1	2	2	0	1.000000
dyn-cli-contracts	risk-integration	1	2	2	0	1.000000
dyn-runner-migration	code-quality	1	1	1	0	1.000000
