plan-arch	cursor-plan-arch	cursor	<TMPDIR>/cursor-plan-arch-output.txt	ok
plan-arch	codex-plan-arch	codex	<TMPDIR>/codex-primary-plan-arch-output.txt	ok
plan-edge	codex-plan-edge	codex	<TMPDIR>/codex-primary-plan-edge-output.txt	ok
plan-innovation	cursor-plan-innovation	cursor	<TMPDIR>/cursor-plan-innovation-output.txt	ok
plan-innovation	codex-plan-innovation	codex	<TMPDIR>/codex-primary-plan-innovation-output.txt	ok
plan-pragmatic	cursor-plan-pragmatic	cursor	<TMPDIR>/cursor-plan-pragmatic-output.txt	ok
plan-pragmatic	codex-plan-pragmatic	codex	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	ok
plan-requirements	cursor-plan-requirements	cursor	<TMPDIR>/cursor-plan-requirements-output.txt	ok
plan-requirements	codex-plan-requirements	codex	<TMPDIR>/codex-primary-plan-requirements-output.txt	ok
plan-dyn-detection-scope-fit	dyn-codex-plan-detection-scope-fit	codex	<TMPDIR>/codex-primary-plan-dyn-detection-scope-fit-output.txt	ok
plan-dyn-stage-push-reachability	dyn-codex-plan-stage-push-reachability	codex	<TMPDIR>/codex-primary-plan-dyn-stage-push-reachability-output.txt	ok
plan-edge	cursor-plan-edge	codex	<TMPDIR>/cursor-plan-edge-output.txt	reused	codex-plan-edge
plan-dyn-detection-scope-fit	dyn-cursor-plan-detection-scope-fit	codex	<TMPDIR>/cursor-plan-dyn-detection-scope-fit-output.txt	reused	dyn-codex-plan-detection-scope-fit
plan-dyn-stage-push-reachability	dyn-cursor-plan-stage-push-reachability	codex	<TMPDIR>/cursor-plan-dyn-stage-push-reachability-output.txt	reused	dyn-codex-plan-stage-push-reachability
