plan-arch	cursor-plan-arch	cursor	<TMPDIR>/cursor-plan-arch-output.txt	ok
plan-arch	codex-plan-arch	codex	<TMPDIR>/codex-primary-plan-arch-output.txt	ok
plan-edge	codex-plan-edge	codex	<TMPDIR>/codex-primary-plan-edge-output.txt	ok
plan-innovation	cursor-plan-innovation	cursor	<TMPDIR>/cursor-plan-innovation-output.txt	ok
plan-innovation	codex-plan-innovation	codex	<TMPDIR>/codex-primary-plan-innovation-output.txt	ok
plan-pragmatic	cursor-plan-pragmatic	cursor	<TMPDIR>/cursor-plan-pragmatic-output.txt	ok
plan-pragmatic	codex-plan-pragmatic	codex	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	ok
plan-requirements	cursor-plan-requirements	cursor	<TMPDIR>/cursor-plan-requirements-output.txt	ok
plan-requirements	codex-plan-requirements	codex	<TMPDIR>/codex-primary-plan-requirements-output.txt	ok
plan-dyn-line-target-verifier	dyn-codex-plan-line-target-verifier	codex	<TMPDIR>/codex-primary-plan-dyn-line-target-verifier-output.txt	ok
plan-dyn-token-contract-verifier	dyn-codex-plan-token-contract-verifier	codex	<TMPDIR>/codex-primary-plan-dyn-token-contract-verifier-output.txt	ok
plan-edge	cursor-plan-edge	codex	<TMPDIR>/cursor-plan-edge-output.txt	reused	codex-plan-edge
plan-dyn-line-target-verifier	dyn-cursor-plan-line-target-verifier	codex	<TMPDIR>/cursor-plan-dyn-line-target-verifier-output.txt	reused	dyn-codex-plan-line-target-verifier
plan-dyn-token-contract-verifier	dyn-cursor-plan-token-contract-verifier	codex	<TMPDIR>/cursor-plan-dyn-token-contract-verifier-output.txt	reused	dyn-codex-plan-token-contract-verifier
