archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	3	2	1	0.666667
security	security	1	3	3	0	1.000000
correctness	correctness	1	6	6	0	1.000000
correctness	correctness	1	5	5	0	1.000000
edge-cases	correctness	1	5	4	0	0.800000
edge-cases	correctness	1	7	7	0	1.000000
testing	risk-integration	1	5	5	0	1.000000
testing	risk-integration	1	5	5	0	1.000000
dyn-parity-drift	correctness	1	2	2	0	1.000000
dyn-parity-drift-codex	correctness	1	0	0	0	n/a
dyn-writer-guard	security	1	5	4	1	0.800000
dyn-writer-guard-codex	security	1	0	0	0	n/a
dyn-module-boundary	architecture	1	1	1	0	1.000000
dyn-module-boundary-codex	architecture	1	0	0	0	n/a
