plan-arch	cursor-plan-arch	cursor	<TMPDIR>/cursor-plan-arch-output.txt	ok
plan-arch	codex-plan-arch	codex	<TMPDIR>/codex-primary-plan-arch-output.txt	ok
plan-edge	codex-plan-edge	codex	<TMPDIR>/codex-primary-plan-edge-output.txt	ok
plan-innovation	cursor-plan-innovation	cursor	<TMPDIR>/cursor-plan-innovation-output.txt	ok
plan-innovation	codex-plan-innovation	codex	<TMPDIR>/codex-primary-plan-innovation-output.txt	ok
plan-pragmatic	cursor-plan-pragmatic	cursor	<TMPDIR>/cursor-plan-pragmatic-output.txt	ok
plan-pragmatic	codex-plan-pragmatic	codex	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	ok
plan-requirements	codex-plan-requirements	codex	<TMPDIR>/codex-primary-plan-requirements-output.txt	ok
plan-dyn-launcher-argv-completeness	dyn-codex-plan-launcher-argv-completeness	codex	<TMPDIR>/codex-primary-plan-dyn-launcher-argv-completeness-output.txt	ok
plan-dyn-kv-unconditional-drift	dyn-codex-plan-kv-unconditional-drift	codex	<TMPDIR>/codex-primary-plan-dyn-kv-unconditional-drift-output.txt	ok
plan-dyn-git-apply-portability	dyn-codex-plan-git-apply-portability	codex	<TMPDIR>/codex-primary-plan-dyn-git-apply-portability-output.txt	ok
plan-edge	cursor-plan-edge	codex	<TMPDIR>/cursor-plan-edge-output.txt	reused	codex-plan-edge
plan-requirements	cursor-plan-requirements	codex	<TMPDIR>/cursor-plan-requirements-output.txt	reused	codex-plan-requirements
plan-dyn-launcher-argv-completeness	dyn-cursor-plan-launcher-argv-completeness	codex	<TMPDIR>/cursor-plan-dyn-launcher-argv-completeness-output.txt	reused	dyn-codex-plan-launcher-argv-completeness
plan-dyn-kv-unconditional-drift	dyn-cursor-plan-kv-unconditional-drift	codex	<TMPDIR>/cursor-plan-dyn-kv-unconditional-drift-output.txt	reused	dyn-codex-plan-kv-unconditional-drift
plan-dyn-git-apply-portability	dyn-cursor-plan-git-apply-portability	codex	<TMPDIR>/cursor-plan-dyn-git-apply-portability-output.txt	reused	dyn-codex-plan-git-apply-portability
