archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	0	2	0.000000
correctness	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	4	3	1	0.750000
testing	risk-integration	1	4	3	1	0.750000
testing	risk-integration	1	4	3	0	0.750000
dyn-launcher-parity	correctness	1	3	2	0	0.666667
dyn-launcher-parity-codex	correctness	1	0	0	0	n/a
dyn-retry-cutover	risk-integration	1	4	3	1	0.750000
dyn-retry-cutover-codex	risk-integration	1	0	0	0	n/a
