round	tool	slot	label	accepted_count	rejected_count	total_count
1	cursor	correctness	cursor-specialist-correctness-output.txt	1	0	1
1	codex	correctness	codex-specialist-correctness-output.txt	1	0	1
1	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	2	2	5
1	codex	edge-cases	codex-specialist-edge-cases-output.txt	1	0	1
1	cursor	testing	cursor-specialist-testing-output.txt	1	1	4
1	codex	testing	codex-specialist-testing-output.txt	1	0	1
1	cursor	dyn-stall-routing	dyn-stall-routing-output.txt	1	2	7
1	codex	dyn-stall-routing-codex	dyn-stall-routing-codex-output.txt	0	0	0
1	cursor	dyn-tsv-normalization	dyn-tsv-normalization-output.txt	1	4	5
1	codex	dyn-tsv-normalization-codex	dyn-tsv-normalization-codex-output.txt	0	0	0
1	cursor	dyn-sole-finder-bonus	dyn-sole-finder-bonus-output.txt	0	0	0
1	codex	dyn-sole-finder-bonus-codex	dyn-sole-finder-bonus-codex-output.txt	0	0	0
2	cursor	correctness	cursor-specialist-correctness-output.txt	2	2	4
2	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	2	3	5
2	cursor	testing	cursor-specialist-testing-output.txt	1	4	5
2	codex	codex-generic	codex-generic-output.txt	1	0	1
