archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	11	8	0	0.727273
correctness	correctness	1	6	6	0	1.000000
testing	risk-integration	1	8	7	0	0.875000
security	security	1	6	2	0	0.333333
edge-cases	correctness	1	7	6	0	0.857143
plan-fidelity	architecture	1	8	5	0	0.625000
dyn-ci-tooling	risk-integration	1	2	2	0	1.000000
dyn-stdlib-boundary	architecture	1	3	3	0	1.000000
dyn-process-wrappers	correctness	1	0	0	0	n/a
dyn-retry-idempotency	risk-integration	1	2	1	0	0.500000
dyn-redaction-parity	security	1	2	2	0	1.000000
dyn-waterfall-launch	correctness	1	5	3	0	0.600000
