archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	0	0	0	n/a
security	security	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-contract-sync	risk-integration	1	0	0	0	n/a
dyn-contract-sync-codex	risk-integration	1	0	0	0	n/a
dyn-shell-state	correctness	1	1	1	0	1.000000
dyn-shell-state-codex	correctness	1	0	0	0	n/a
dyn-workflow-handoff	architecture	1	2	2	0	1.000000
dyn-workflow-handoff-codex	architecture	1	0	0	0	n/a
