archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	1	0	1.000000
dyn-lock-safety	correctness	1	0	0	0	n/a
dyn-lock-safety-codex	correctness	1	0	0	0	n/a
dyn-step5-envelope	risk-integration	1	0	0	0	n/a
dyn-step5-envelope-codex	risk-integration	1	0	0	0	n/a
dyn-regression-fit	code-quality	1	0	0	0	n/a
dyn-regression-fit-codex	code-quality	1	0	0	0	n/a
