archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	0	0	0	n/a
security	security	1	1	0	0	0.000000
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-sentinel-clear-cache	architecture	1	1	0	1	0.000000
dyn-sentinel-clear-cache-codex	architecture	1	0	0	0	n/a
dyn-bash-locals	code-quality	1	2	0	1	0.000000
dyn-bash-locals-codex	code-quality	1	0	0	0	n/a
