plan-arch	cursor-plan-arch	cursor	<TMPDIR>/cursor-plan-arch-output.txt	ok
plan-arch	codex-plan-arch	codex	<TMPDIR>/codex-primary-plan-arch-output.txt	ok
plan-edge	codex-plan-edge	codex	<TMPDIR>/codex-primary-plan-edge-output.txt	ok
plan-innovation	cursor-plan-innovation	cursor	<TMPDIR>/cursor-plan-innovation-output.txt	ok
plan-innovation	codex-plan-innovation	codex	<TMPDIR>/codex-primary-plan-innovation-output.txt	ok
plan-pragmatic	cursor-plan-pragmatic	cursor	<TMPDIR>/cursor-plan-pragmatic-output.txt	ok
plan-pragmatic	codex-plan-pragmatic	codex	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	ok
plan-requirements	codex-plan-requirements	codex	<TMPDIR>/codex-primary-plan-requirements-output.txt	ok
plan-dyn-ledger-call-contract	dyn-codex-plan-ledger-call-contract	codex	<TMPDIR>/codex-primary-plan-dyn-ledger-call-contract-output.txt	ok
plan-dyn-harness-stub-reuse	dyn-codex-plan-harness-stub-reuse	codex	<TMPDIR>/codex-primary-plan-dyn-harness-stub-reuse-output.txt	ok
plan-dyn-stderr-reach	dyn-codex-plan-stderr-reach	codex	<TMPDIR>/codex-primary-plan-dyn-stderr-reach-output.txt	ok
plan-edge	cursor-plan-edge	codex	<TMPDIR>/cursor-plan-edge-output.txt	reused	codex-plan-edge
plan-requirements	cursor-plan-requirements	codex	<TMPDIR>/cursor-plan-requirements-output.txt	reused	codex-plan-requirements
plan-dyn-ledger-call-contract	dyn-cursor-plan-ledger-call-contract	codex	<TMPDIR>/cursor-plan-dyn-ledger-call-contract-output.txt	reused	dyn-codex-plan-ledger-call-contract
plan-dyn-harness-stub-reuse	dyn-cursor-plan-harness-stub-reuse	codex	<TMPDIR>/cursor-plan-dyn-harness-stub-reuse-output.txt	reused	dyn-codex-plan-harness-stub-reuse
plan-dyn-stderr-reach	dyn-cursor-plan-stderr-reach	codex	<TMPDIR>/cursor-plan-dyn-stderr-reach-output.txt	reused	dyn-codex-plan-stderr-reach
