archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	3	1	1	0.333333
edge-cases	correctness	1	4	3	0	0.750000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	4	2	1	0.500000
testing	risk-integration	1	1	1	0	1.000000
dyn-routing-fidelity	correctness	1	3	2	0	0.666667
dyn-routing-fidelity-codex	correctness	1	0	0	0	n/a
dyn-env-contract	risk-integration	1	4	2	0	0.500000
dyn-env-contract-codex	risk-integration	1	0	0	0	n/a
dyn-shell-legacy	architecture	1	3	2	0	0.666667
dyn-shell-legacy-codex	architecture	1	0	0	0	n/a
