archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	0	0	0	n/a
security	security	1	2	2	0	1.000000
correctness	correctness	1	2	1	1	0.500000
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	2	2	0	1.000000
dyn-ref-completeness	architecture	1	2	1	1	0.500000
dyn-ref-completeness-codex	architecture	1	0	0	0	n/a
dyn-cross-doc-consistency	code-quality	1	2	2	0	1.000000
dyn-cross-doc-consistency-codex	code-quality	1	0	0	0	n/a
