archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	7	5	1	0.714286
correctness	correctness	1	5	5	0	1.000000
testing	risk-integration	1	6	6	0	1.000000
security	security	1	4	4	0	1.000000
edge-cases	correctness	1	6	6	0	1.000000
plan-fidelity	architecture	1	11	11	0	1.000000
dyn-workflow-retirement	architecture	1	5	5	0	1.000000
dyn-timing-contamination	risk-integration	1	4	4	0	1.000000
dyn-tokens-reporting	correctness	1	1	1	0	1.000000
dyn-degraded-gate	risk-integration	1	3	3	0	1.000000
dyn-bash-contracts	code-quality	1	6	6	0	1.000000
