archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	1	0	0.250000
correctness	correctness	1	5	2	0	0.400000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	3	1	0	0.333333
testing	risk-integration	1	4	4	0	1.000000
testing	risk-integration	1	6	4	0	0.666667
dyn-contract-preservation	architecture	1	4	3	1	0.750000
dyn-contract-preservation-codex	architecture	1	0	0	0	n/a
dyn-subprocess-safety	code-quality	1	4	3	0	0.750000
dyn-subprocess-safety-codex	code-quality	1	0	0	0	n/a
dyn-test-target-drift	risk-integration	1	5	4	0	0.800000
dyn-test-target-drift-codex	risk-integration	1	0	0	0	n/a
