archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	0	0	0.000000
dyn-root-contract	correctness	1	0	0	0	n/a
dyn-root-contract-codex	correctness	1	0	0	0	n/a
dyn-publish-tail	risk-integration	1	2	1	1	0.500000
dyn-publish-tail-codex	risk-integration	1	0	0	0	n/a
