archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	7	0	0	0.000000
correctness	correctness	1	3	2	1	0.666667
testing	risk-integration	1	3	2	0	0.666667
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	4	2	0	0.500000
plan-fidelity	architecture	1	2	2	0	1.000000
dyn-gh-cli	risk-integration	1	3	2	0	0.666667
dyn-git-porcelain	risk-integration	1	2	1	0	0.500000
dyn-merge-race	correctness	1	0	0	0	n/a
dyn-stream-protocol	architecture	1	2	1	0	0.500000
dyn-py311-compat	code-quality	1	0	0	0	n/a
dyn-shell-sete	correctness	1	0	0	0	n/a
