archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	3	3	0	1.000000
testing	risk-integration	1	1	0	0	0.000000
generic	code-quality	1	1	1	0	1.000000
dyn-dyn-verdict-gates	correctness	1	0	0	0	n/a
dyn-dyn-verdict-gates-codex	correctness	1	0	0	0	n/a
dyn-dyn-run-dir-joins	risk-integration	1	0	0	0	n/a
dyn-dyn-run-dir-joins-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-verdict-docs	architecture	1	3	1	1	0.333333
dyn-dyn-verdict-docs-codex	architecture	1	0	0	0	n/a
