archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	0	5	0.000000
correctness	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
security	security	1	5	0	5	0.000000
edge-cases	correctness	1	1	1	0	1.000000
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-report-gates	risk-integration	1	2	0	0	0.000000
dyn-bash32	correctness	1	0	0	0	n/a
dyn-pr-linkage	correctness	1	1	1	0	1.000000
dyn-surface-sync	architecture	1	3	3	0	1.000000
