archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	1	0	1	0.000000
security	security	1	0	0	0	n/a
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	4	1	1	0.250000
edge-cases	correctness	1	4	1	3	0.250000
edge-cases	correctness	1	2	1	0	0.500000
testing	risk-integration	1	4	1	2	0.250000
testing	risk-integration	1	2	1	1	0.500000
dyn-breaking-contracts	risk-integration	1	5	0	3	0.000000
dyn-breaking-contracts-codex	risk-integration	1	0	0	0	n/a
dyn-scope-drift	architecture	1	6	2	3	0.333333
dyn-scope-drift-codex	architecture	1	0	0	0	n/a
