archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	3	2	0	0.666667
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-stall-state-auditor	risk-integration	1	2	1	1	0.500000
dyn-stall-state-auditor-codex	risk-integration	1	0	0	0	n/a
dyn-ci-token-parity	correctness	1	1	1	0	1.000000
dyn-ci-token-parity-codex	correctness	1	0	0	0	n/a
