round	tool	slot	label	accepted_count	rejected_count	total_count
1	cursor	correctness	cursor-specialist-correctness-output.txt	4	2	6
1	codex	correctness	codex-specialist-correctness-output.txt	3	0	3
1	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	3	3	7
1	codex	edge-cases	codex-specialist-edge-cases-output.txt	3	0	3
1	cursor	testing	cursor-specialist-testing-output.txt	2	2	5
1	codex	testing	codex-specialist-testing-output.txt	1	0	1
1	cursor	dyn-dyn-ledger-roundtrip	dyn-dyn-ledger-roundtrip-output.txt	3	2	5
1	codex	dyn-dyn-ledger-roundtrip-codex	dyn-dyn-ledger-roundtrip-codex-output.txt	0	0	0
1	cursor	dyn-dyn-prompt-safety	dyn-dyn-prompt-safety-output.txt	3	5	9
1	codex	dyn-dyn-prompt-safety-codex	dyn-dyn-prompt-safety-codex-output.txt	0	0	0
2	cursor	correctness	cursor-specialist-correctness-output.txt	1	3	4
2	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	1	3	4
2	cursor	testing	cursor-specialist-testing-output.txt	0	5	5
2	codex	codex-generic	codex-generic-output.txt	1	0	1
2	cursor	dyn-dyn-ledger-roundtrip	dyn-dyn-ledger-roundtrip-output.txt	1	4	5
2	cursor	dyn-dyn-prompt-safety	dyn-dyn-prompt-safety-output.txt	0	3	3
