archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	3	1	0.750000
correctness	correctness	1	4	3	0	0.750000
edge-cases	correctness	1	4	2	1	0.500000
edge-cases	correctness	1	4	4	0	1.000000
testing	risk-integration	1	10	4	1	0.400000
testing	risk-integration	1	1	1	0	1.000000
dyn-wire-contract	correctness	1	2	2	0	1.000000
dyn-wire-contract-codex	correctness	1	0	0	0	n/a
dyn-cutover-completeness	risk-integration	1	2	2	0	1.000000
dyn-cutover-completeness-codex	risk-integration	1	0	0	0	n/a
